Url;StatusCode
http://fileclub.biz;200
http://windowsdesign.ru;-1
http://www.rapidshare2download.net;200
http://www.kikobait.net;-1
http://mobisoft.com.ua;200
http://soft-soft.ru;200
http://ukr-soft.com;200
http://softorion.ru;200
http://phpfusion.org;-1
http://lykreciy.ru;200
http://doxera.ws;200
http://www.nigmae.net;-1
http://letitbit-files.net;200
http://listaem.com;200
http://f12.com.ua;200
http://allday.com.ua;200
http://graphic4share.com;200
http://bget.org.ua;-1
http://fleshkniga.com;-1
http://www.twistysdownload.com;200
http://pixeldesign.com.ua;-1
http://file-zone.org.ua;-1
http://pixelbrush.ru;200
http://metalclip.net;200
http://www.freshwap.net;-1
http://www.tinydl.com;200
http://hameleons.com;200
http://uafree.pp.ua;200
http://www.letitbit.ws;200
http://www.bati-referaty.net.ua;-1
http://www.inforoom.org.ua;-1
http://kopona.org;200
http://keosoft90.downarchive.com;200
http://megashara.org.ua;-1
http://samouchka.net;200
http://qpset.com;200
http://korobok.net;200
http://volrada.com.ua;-1
http://www.cinemahd.net;200
http://www.warezsklad.ru;-1
http://www.neoclipart.com;200
http://ramka.in.ua;-1
http://www.igromobile.net;200
http://car.km.ua;-1
http://grafomania.org.ua;200
http://giga-warez.co.ua;-1
http://for-foto.ru;-1
http://dofiga-softa.net;-1
http://oboi.net.sumy.ua;-1
http://allfiski.com;200
http://hire7.net;200
http://www.artgide.com;200
http://giga.satel.com.ua;200
http://picturedesign.info;200
http://allday.ru;200
http://www.multien.org;-1
http://itwid.ru;200
http://x-coders.net;200
http://www.gzweb.ru;200
http://allfordesign.com.ua;-1
http://ps-da.net;200
http://torentik.info;-1
http://allgraf.net;200
http://www.rapidsharegfx.com;200
http://www.design-warez.ru;200
http://web-workspace.ru;200
http://dliavseh.info;-1
http://www.avatarkafree.ru;200
http://bk-astana.kz;-1
http://clipset.ru;-1
http://nifiga-sebe.ru;200
http://www.studiana.ru;-1
http://privarok.ru;200
http://www.photoshopcs5.ru;-1
http://allfreed.ru;-1
http://www.0lik.ru;200
http://www.gotikmoda.design-warez.ru;-1
http://psart.ru;200
http://www.ru-boss.com;-1
http://www.949.vps.agava.net;-1
http://1musik.ru;-1
http://skyclipart.ru;200
http://eglass.com.ua;200
http://burla.su;-1
http://www.niceportal.ru;200
http://xn--80apfevho6e.su;200
http://allpolus.com;200
http://deezy.ru;200
http://jollyrogerproject.ru;-1
http://divweb.ru;200
http://vdizayne.net;200
http://klipart48.ru;-1
http://photoshop.mnoga.net;-1
http://www.mir-grez.ru;200
http://artgrafica.net;200
http://randl.ru;200
http://2dtutorials.ru;200
http://newpicture.net;-1
http://fotoramkiforyou.ru;200
http://toppixel.ru;200
http://fotoshopik.ru;200
http://kucha-ramok.ru;-1
http://psd.name;200
http://all4design.ru;200
http://deslife.ru;200
http://photoshop-mystery.ru;-1
http://www.avaxdownload.com;200
http://juicymix.net;200
http://www.whitewarez.info;200
http://yarilka.ru;200
http://www.peachonka.ru;-1
http://psmasters.ru;200
http://karambas.ru;200
http://www.amatty.net;-1
http://tonkovo.ru;-1
http://www.mari.az;-1
http://kissalisa.ru;-1
http://www.photoshopcs.net;200
http://mazni.ru;200
http://freshof.net;-1
http://propsd.ru;200
http://www.rabotau.ru;200
http://dlon.ru;200
http://rylik.ru;200
http://www.1000designs.ru;200
